jid,statecode,year_end,variable,value
3435,AZ,2015,hispanic,704000
3436,CA,2015,hispanic,4744000
3437,CO,2015,hispanic,391000
3438,CT,2015,hispanic,173000
3439,DC,2015,hispanic,17000
3440,DE,2015,hispanic,30000
3441,FL,2015,hispanic,1208000
3442,GA,2015,hispanic,344000
3443,HI,2015,hispanic,53000
3444,IA,2015,hispanic,68000
3445,ID,2015,hispanic,78000
3446,IL,2015,hispanic,725000
3447,IN,2015,hispanic,167000
3448,KS,2015,hispanic,130000
3449,KY,2015,hispanic,56000
3450,LA,2015,hispanic,66000
3451,MA,2015,hispanic,236000
3452,MD,2015,hispanic,183000
3453,ME,2015,hispanic,6000
3454,MI,2015,hispanic,177000
3455,MN,2015,hispanic,107000
3456,MO,2015,hispanic,87000
3457,MS,2015,hispanic,28000
3458,MT,2015,hispanic,13000
3459,NC,2015,hispanic,349000
3460,ND,2015,hispanic,8000
3461,NE,2015,hispanic,77000
3462,NH,2015,hispanic,15000
3463,NJ,2015,hispanic,509000
3464,NM,2015,hispanic,296000
3465,NV,2015,hispanic,270000
3466,NY,2015,hispanic,1013000
3467,OH,2015,hispanic,146000
3468,OK,2015,hispanic,154000
3469,OR,2015,hispanic,188000
3470,PA,2015,hispanic,294000
3471,RI,2015,hispanic,49000
3472,SC,2015,hispanic,91000
3473,SD,2015,hispanic,11000
3474,TN,2015,hispanic,130000
3475,TX,2015,hispanic,3519000
3476,US,2015,hispanic,17988000
3477,UT,2015,hispanic,155000
3478,VA,2015,hispanic,239000
3479,VT,2015,hispanic,-97
3480,WA,2015,hispanic,333000
3481,WI,2015,hispanic,147000
3482,WV,2015,hispanic,8000
3483,WY,2015,hispanic,20000
3484,AK,2016,hispanic,17000
3485,AL,2016,hispanic,78000
3486,AR,2016,hispanic,83000
3487,AZ,2016,hispanic,710000
3488,CA,2016,hispanic,4731000
3489,CO,2016,hispanic,393000
3490,CT,2016,hispanic,175000
3491,DC,2016,hispanic,19000
3492,DE,2016,hispanic,31000
3493,FL,2016,hispanic,1243000
3494,GA,2016,hispanic,353000
3495,HI,2016,hispanic,55000
3496,IA,2016,hispanic,69000
3497,ID,2016,hispanic,78000
3498,IL,2016,hispanic,721000
3499,IN,2016,hispanic,168000
3500,KS,2016,hispanic,130000
3501,KY,2016,hispanic,59000
3502,LA,2016,hispanic,69000
3503,MA,2016,hispanic,242000
3504,MD,2016,hispanic,191000
3505,ME,2016,hispanic,6000
3506,MI,2016,hispanic,179000
3507,MN,2016,hispanic,109000
3508,MO,2016,hispanic,89000
3509,MS,2016,hispanic,31000
3510,MT,2016,hispanic,13000
3511,NC,2016,hispanic,355000
3512,ND,2016,hispanic,9000
3513,NE,2016,hispanic,80000
3514,NH,2016,hispanic,15000
3515,NJ,2016,hispanic,518000
3516,NM,2016,hispanic,295000
3517,NV,2016,hispanic,275000
3518,NY,2016,hispanic,1022000
3519,OH,2016,hispanic,149000
3520,OK,2016,hispanic,158000
3521,OR,2016,hispanic,189000
3522,PA,2016,hispanic,304000
3523,RI,2016,hispanic,51000
3524,SC,2016,hispanic,95000
3525,SD,2016,hispanic,12000
3526,TN,2016,hispanic,135000
3527,TX,2016,hispanic,3572000
3528,US,2016,hispanic,18197000
3529,UT,2016,hispanic,158000
3530,VA,2016,hispanic,243000
3531,VT,2016,hispanic,-97
3532,WA,2016,hispanic,339000
3533,WI,2016,hispanic,148000
3534,WV,2016,hispanic,9000
3535,WY,2016,hispanic,19000
3536,AK,2017,hispanic,17000
3537,AL,2017,hispanic,79000
3538,AR,2017,hispanic,87000
3539,AZ,2017,hispanic,719000
3540,CA,2017,hispanic,4720000
3541,CO,2017,hispanic,393000
3542,CT,2017,hispanic,178000
3543,DC,2017,hispanic,20000
3544,DE,2017,hispanic,32000
3545,FL,2017,hispanic,1285000
3546,GA,2017,hispanic,361000
3547,HI,2017,hispanic,56000
3548,IA,2017,hispanic,71000
3549,ID,2017,hispanic,80000
3550,IL,2017,hispanic,717000
3551,IN,2017,hispanic,172000
3552,KS,2017,hispanic,130000
3553,KY,2017,hispanic,60000
3554,LA,2017,hispanic,72000
3555,MA,2017,hispanic,248000
3556,MD,2017,hispanic,200000
3557,ME,2017,hispanic,7000
3558,MI,2017,hispanic,180000
3559,MN,2017,hispanic,109000
3560,MO,2017,hispanic,92000
3561,MS,2017,hispanic,31000
3562,MT,2017,hispanic,14000
3563,NC,2017,hispanic,364000
3564,ND,2017,hispanic,9000
3565,NE,2017,hispanic,82000
3566,NH,2017,hispanic,16000
3567,NJ,2017,hispanic,527000
3568,NM,2017,hispanic,294000
3569,NV,2017,hispanic,279000
3570,NY,2017,hispanic,1028000
3571,OH,2017,hispanic,153000
3572,OK,2017,hispanic,162000
3573,OR,2017,hispanic,192000
3574,PA,2017,hispanic,315000
3575,RI,2017,hispanic,52000
3576,SC,2017,hispanic,100000
3577,SD,2017,hispanic,12000
3578,TN,2017,hispanic,140000
3579,TX,2017,hispanic,3622000
3580,US,2017,hispanic,18413000
3581,UT,2017,hispanic,161000
3582,VA,2017,hispanic,250000
3583,VT,2017,hispanic,-97
3584,WA,2017,hispanic,345000
3585,WI,2017,hispanic,148000
3586,WV,2017,hispanic,9000
3587,WY,2017,hispanic,20000
3588,AK,2015,black,-97
3589,AL,2015,black,332000
3590,AR,2015,black,131000
3591,AZ,2015,black,71000
3592,CA,2015,black,463000
3593,CO,2015,black,54000
3594,CT,2015,black,87000
3595,DC,2015,black,67000
3596,DE,2015,black,50000
3597,FL,2015,black,824000
3598,GA,2015,black,837000
3599,HI,2015,black,-97
3600,IA,2015,black,34000
3601,ID,2015,black,-97
3602,IL,2015,black,456000
3603,IN,2015,black,170000
3604,KS,2015,black,45000
3605,KY,2015,black,87000
3606,LA,2015,black,417000
3607,MA,2015,black,106000
3608,MD,2015,black,415000
3609,ME,2015,black,7000
3610,MI,2015,black,349000
3611,MN,2015,black,105000
3612,MO,2015,black,186000
3613,MS,2015,black,317000
3614,MT,2015,black,-97
3615,NC,2015,black,531000
3616,ND,2015,black,-97
3617,NE,2015,black,28000
3618,NH,2015,black,-97
3619,NJ,2015,black,267000
3620,NM,2015,black,-97
3621,NV,2015,black,59000
3622,NY,2015,black,649000
3623,OH,2015,black,374000
3624,OK,2015,black,72000
3625,OR,2015,black,17000
3626,PA,2015,black,337000
3627,RI,2015,black,15000
3628,SC,2015,black,334000
3629,SD,2015,black,-97
3630,TN,2015,black,286000
3631,TX,2015,black,831000
3632,US,2015,black,10010000
3633,UT,2015,black,11000
3634,VA,2015,black,375000
3635,VT,2015,black,-97
3636,WA,2015,black,58000
3637,WI,2015,black,105000
3638,WV,2015,black,16000
3639,WY,2015,black,-97
3640,AK,2016,black,-97
3641,AL,2016,black,330000
3642,AR,2016,black,128000
3643,AZ,2016,black,73000
3644,CA,2016,black,457000
3645,CO,2016,black,56000
3646,CT,2016,black,85000
3647,DC,2016,black,67000
3648,DE,2016,black,51000
3649,FL,2016,black,825000
3650,GA,2016,black,837000
3651,HI,2016,black,-97
3652,IA,2016,black,30000
3653,ID,2016,black,-97
3654,IL,2016,black,447000
3655,IN,2016,black,170000
3656,KS,2016,black,45000
3657,KY,2016,black,92000
3658,LA,2016,black,415000
3659,MA,2016,black,110000
3660,MD,2016,black,411000
3661,ME,2016,black,8000
3662,MI,2016,black,345000
3663,MN,2016,black,108000
3664,MO,2016,black,183000
3665,MS,2016,black,314000
3666,MT,2016,black,-97
3667,NC,2016,black,525000
3668,ND,2016,black,-97
3669,NE,2016,black,27000
3670,NH,2016,black,-97
3671,NJ,2016,black,260000
3672,NM,2016,black,-97
3673,NV,2016,black,62000
3674,NY,2016,black,641000
3675,OH,2016,black,374000
3676,OK,2016,black,70000
3677,OR,2016,black,17000
3678,PA,2016,black,334000
3679,RI,2016,black,14000
3680,SC,2016,black,332000
3681,SD,2016,black,-97
3682,TN,2016,black,285000
3683,TX,2016,black,834000
3684,US,2016,black,9957000
3685,UT,2016,black,11000
3686,VA,2016,black,368000
3687,VT,2016,black,-97
3688,WA,2016,black,61000
3689,WI,2016,black,105000
3690,WV,2016,black,15000
3691,WY,2016,black,-97
3692,AK,2017,black,-97
3693,AL,2017,black,326000
3694,AR,2017,black,126000
3695,AZ,2017,black,71000
3696,CA,2017,black,447000
3697,CO,2017,black,53000
3698,CT,2017,black,82000
3699,DC,2017,black,67000
3700,DE,2017,black,51000
3701,FL,2017,black,817000
3702,GA,2017,black,835000
3703,HI,2017,black,-97
3704,IA,2017,black,30000
3705,ID,2017,black,-97
3706,IL,2017,black,435000
3707,IN,2017,black,169000
3708,KS,2017,black,41000
3709,KY,2017,black,94000
3710,LA,2017,black,410000
3711,MA,2017,black,114000
3712,MD,2017,black,412000
3713,ME,2017,black,8000
3714,MI,2017,black,342000
3715,MN,2017,black,117000
3716,MO,2017,black,181000
3717,MS,2017,black,308000
3718,MT,2017,black,-97
3719,NC,2017,black,513000
3720,ND,2017,black,-97
3721,NE,2017,black,26000
3722,NH,2017,black,-97
3723,NJ,2017,black,260000
3724,NM,2017,black,-97
3725,NV,2017,black,67000
3726,NY,2017,black,635000
3727,OH,2017,black,371000
3728,OK,2017,black,74000
3729,OR,2017,black,18000
3730,PA,2017,black,339000
3731,RI,2017,black,15000
3732,SC,2017,black,329000
3733,SD,2017,black,-97
3734,TN,2017,black,284000
3735,TX,2017,black,841000
3736,US,2017,black,9894000
3737,UT,2017,black,11000
3738,VA,2017,black,362000
3739,VT,2017,black,-97
3740,WA,2017,black,60000
3741,WI,2017,black,106000
3742,WV,2017,black,16000
3743,WY,2017,black,-97
3744,AK,2015,asian,13000
3745,AL,2015,asian,12000
3746,AR,2015,asian,13000
3747,AZ,2015,asian,46000
3748,CA,2015,asian,1030000
3749,CO,2015,asian,36000
3750,CT,2015,asian,33000
3751,DC,2015,asian,-97
3752,DE,2015,asian,8000
3753,FL,2015,asian,100000
3754,GA,2015,asian,89000
3755,HI,2015,asian,109000
3756,IA,2015,asian,16000
3757,ID,2015,asian,-97
3758,IL,2015,asian,135000
3759,IN,2015,asian,32000
3760,KS,2015,asian,18000
3761,KY,2015,asian,14000
3762,LA,2015,asian,17000
3763,MA,2015,asian,87000
3764,MD,2015,asian,78000
3765,ME,2015,asian,-97
3766,MI,2015,asian,64000
3767,MN,2015,asian,74000
3768,MO,2015,asian,26000
3769,MS,2015,asian,5000
3770,MT,2015,asian,-97
3771,NC,2015,asian,62000
3772,ND,2015,asian,-97
3773,NE,2015,asian,10000
3774,NH,2015,asian,8000
3775,NJ,2015,asian,187000
3776,NM,2015,asian,-97
3777,NV,2015,asian,40000
3778,NY,2015,asian,312000
3779,OH,2015,asian,50000
3780,OK,2015,asian,18000
3781,OR,2015,asian,35000
3782,PA,2015,asian,90000
3783,RI,2015,asian,7000
3784,SC,2015,asian,15000
3785,SD,2015,asian,-97
3786,TN,2015,asian,24000
3787,TX,2015,asian,275000
3788,US,2015,asian,3514000
3789,UT,2015,asian,23000
3790,VA,2015,asian,115000
3791,VT,2015,asian,-97
3792,WA,2015,asian,117000
3793,WI,2015,asian,42000
3794,WV,2015,asian,-97
3795,WY,2015,asian,-97
3796,AK,2016,asian,14000
3797,AL,2016,asian,13000
3798,AR,2016,asian,12000
3799,AZ,2016,asian,44000
3800,CA,2016,asian,1037000
3801,CO,2016,asian,39000
3802,CT,2016,asian,35000
3803,DC,2016,asian,-97
3804,DE,2016,asian,8000
3805,FL,2016,asian,104000
3806,GA,2016,asian,90000
3807,HI,2016,asian,107000
3808,IA,2016,asian,17000
3809,ID,2016,asian,-97
3810,IL,2016,asian,134000
3811,IN,2016,asian,33000
3812,KS,2016,asian,18000
3813,KY,2016,asian,15000
3814,LA,2016,asian,16000
3815,MA,2016,asian,90000
3816,MD,2016,asian,77000
3817,ME,2016,asian,-97
3818,MI,2016,asian,63000
3819,MN,2016,asian,75000
3820,MO,2016,asian,27000
3821,MS,2016,asian,7000
3822,MT,2016,asian,-97
3823,NC,2016,asian,65000
3824,ND,2016,asian,-97
3825,NE,2016,asian,11000
3826,NH,2016,asian,8000
3827,NJ,2016,asian,185000
3828,NM,2016,asian,-97
3829,NV,2016,asian,42000
3830,NY,2016,asian,318000
3831,OH,2016,asian,50000
3832,OK,2016,asian,18000
3833,OR,2016,asian,35000
3834,PA,2016,asian,90000
3835,RI,2016,asian,7000
3836,SC,2016,asian,17000
3837,SD,2016,asian,-97
3838,TN,2016,asian,27000
3839,TX,2016,asian,291000
3840,US,2016,asian,3567000
3841,UT,2016,asian,24000
3842,VA,2016,asian,116000
3843,VT,2016,asian,-97
3844,WA,2016,asian,118000
3845,WI,2016,asian,43000
3846,WV,2016,asian,-97
3847,WY,2016,asian,-97
3848,AK,2017,asian,13000
3849,AL,2017,asian,14000
3850,AR,2017,asian,13000
3851,AZ,2017,asian,46000
3852,CA,2017,asian,1038000
3853,CO,2017,asian,40000
3854,CT,2017,asian,33000
3855,DC,2017,asian,-97
3856,DE,2017,asian,8000
3857,FL,2017,asian,108000
3858,GA,2017,asian,90000
3859,HI,2017,asian,108000
3860,IA,2017,asian,21000
3861,ID,2017,asian,6000
3862,IL,2017,asian,137000
3863,IN,2017,asian,32000
3864,KS,2017,asian,18000
3865,KY,2017,asian,16000
3866,LA,2017,asian,17000
3867,MA,2017,asian,89000
3868,MD,2017,asian,77000
3869,ME,2017,asian,-97
3870,MI,2017,asian,65000
3871,MN,2017,asian,74000
3872,MO,2017,asian,27000
3873,MS,2017,asian,7000
3874,MT,2017,asian,-97
3875,NC,2017,asian,66000
3876,ND,2017,asian,-97
3877,NE,2017,asian,13000
3878,NH,2017,asian,8000
3879,NJ,2017,asian,185000
3880,NM,2017,asian,-97
3881,NV,2017,asian,44000
3882,NY,2017,asian,320000
3883,OH,2017,asian,54000
3884,OK,2017,asian,18000
3885,OR,2017,asian,35000
3886,PA,2017,asian,90000
3887,RI,2017,asian,8000
3888,SC,2017,asian,17000
3889,SD,2017,asian,-97
3890,TN,2017,asian,29000
3891,TX,2017,asian,300000
3892,US,2017,asian,3608000
3893,UT,2017,asian,24000
3894,VA,2017,asian,113000
3895,VT,2017,asian,-97
3896,WA,2017,asian,123000
3897,WI,2017,asian,45000
3898,WV,2017,asian,-97
3899,WY,2017,asian,-97
3900,AK,2015,white,93000
3901,AL,2015,white,645000
3902,AR,2015,white,451000
3903,AZ,2015,white,652000
3904,CA,2015,white,2383000
3905,CO,2015,white,706000
3906,CT,2015,white,439000
3907,DC,2015,white,25000
3908,DE,2015,white,103000
3909,FL,2015,white,1762000
3910,GA,2015,white,1123000
3911,HI,2015,white,43000
3912,IA,2015,white,577000
3913,ID,2015,white,325000
3914,IL,2015,white,1538000
3915,IN,2015,white,1141000
3916,KS,2015,white,483000
3917,KY,2015,white,804000
3918,LA,2015,white,573000
3919,MA,2015,white,881000
3920,MD,2015,white,588000
3921,ME,2015,white,229000
3922,MI,2015,white,1494000
3923,MN,2015,white,909000
3924,MO,2015,white,1018000
3925,MS,2015,white,359000
3926,MT,2015,white,178000
3927,NC,2015,white,1216000
3928,ND,2015,white,135000
3929,NE,2015,white,329000
3930,NH,2015,white,228000
3931,NJ,2015,white,961000
3932,NM,2015,white,124000
3933,NV,2015,white,244000
3934,NY,2015,white,2050000
3935,OH,2015,white,1913000
3936,OK,2015,white,518000
3937,OR,2015,white,554000
3938,PA,2015,white,1841000
3939,RI,2015,white,127000
3940,SC,2015,white,595000
3941,SD,2015,white,154000
3942,TN,2015,white,987000
3943,TX,2015,white,2318000
3944,US,2015,white,37923000
3945,UT,2015,white,677000
3946,VA,2015,white,1018000
3947,VT,2015,white,108000
3948,WA,2015,white,927000
3949,WI,2015,white,928000
3950,WV,2015,white,340000
3951,WY,2015,white,107000
3952,AK,2016,white,93000
3953,AL,2016,white,640000
3954,AR,2016,white,448000
3955,AZ,2016,white,647000
3956,CA,2016,white,2356000
3957,CO,2016,white,710000
3958,CT,2016,white,426000
3959,DC,2016,white,26000
3960,DE,2016,white,102000
3961,FL,2016,white,1760000
3962,GA,2016,white,1112000
3963,HI,2016,white,43000
3964,IA,2016,white,576000
3965,ID,2016,white,327000
3966,IL,2016,white,1517000
3967,IN,2016,white,1131000
3968,KS,2016,white,479000
3969,KY,2016,white,799000
3970,LA,2016,white,571000
3971,MA,2016,white,864000
3972,MD,2016,white,579000
3973,ME,2016,white,226000
3974,MI,2016,white,1478000
3975,MN,2016,white,903000
3976,MO,2016,white,1015000
3977,MS,2016,white,356000
3978,MT,2016,white,178000
3979,NC,2016,white,1212000
3980,ND,2016,white,136000
3981,NE,2016,white,330000
3982,NH,2016,white,225000
3983,NJ,2016,white,940000
3984,NM,2016,white,122000
3985,NV,2016,white,243000
3986,NY,2016,white,2017000
3987,OH,2016,white,1892000
3988,OK,2016,white,517000
3989,OR,2016,white,555000
3990,PA,2016,white,1817000
3991,RI,2016,white,124000
3992,SC,2016,white,598000
3993,SD,2016,white,153000
3994,TN,2016,white,985000
3995,TX,2016,white,2323000
3996,US,2016,white,37638000
3997,UT,2016,white,681000
3998,VA,2016,white,1010000
3999,VT,2016,white,106000
4000,WA,2016,white,928000
4001,WI,2016,white,919000
4002,WV,2016,white,336000
4003,WY,2016,white,108000
4004,AK,2017,white,92000
4005,AL,2017,white,634000
4006,AR,2017,white,446000
4007,AZ,2017,white,641000
4008,CA,2017,white,2326000
4009,CO,2017,white,711000
4010,CT,2017,white,414000
4011,DC,2017,white,27000
4012,DE,2017,white,101000
4013,FL,2017,white,1753000
4014,GA,2017,white,1103000
4015,HI,2017,white,42000
4016,IA,2017,white,573000
4017,ID,2017,white,331000
4018,IL,2017,white,1495000
4019,IN,2017,white,1122000
4020,KS,2017,white,476000
4021,KY,2017,white,795000
4022,LA,2017,white,566000
4023,MA,2017,white,846000
4024,MD,2017,white,569000
4025,ME,2017,white,225000
4026,MI,2017,white,1464000
4027,MN,2017,white,899000
4028,MO,2017,white,1006000
4029,MS,2017,white,352000
4030,MT,2017,white,179000
4031,NC,2017,white,1204000
4032,ND,2017,white,135000
4033,NE,2017,white,329000
4034,NH,2017,white,221000
4035,NJ,2017,white,922000
4036,NM,2017,white,118000
4037,NV,2017,white,240000
4038,NY,2017,white,1988000
4039,OH,2017,white,1870000
4040,OK,2017,white,514000
4041,OR,2017,white,555000
4042,PA,2017,white,1793000
4043,RI,2017,white,121000
4044,SC,2017,white,600000
4045,SD,2017,white,154000
4046,TN,2017,white,985000
4047,TX,2017,white,2322000
4048,US,2017,white,37323000
4049,UT,2017,white,682000
4050,VA,2017,white,1000000
4051,VT,2017,white,105000
4052,WA,2017,white,929000
4053,WI,2017,white,911000
4054,WV,2017,white,330000
4055,WY,2017,white,107000
4056,AK,2015,natamer,32000
4057,AL,2015,natamer,4000
4058,AR,2015,natamer,-97
4059,AZ,2015,natamer,81000
4060,CA,2015,natamer,28000
4061,CO,2015,natamer,7000
4062,CT,2015,natamer,-97
4063,DC,2015,natamer,-98
4064,DE,2015,natamer,-97
4065,FL,2015,natamer,7000
4066,GA,2015,natamer,-97
4067,HI,2015,natamer,-97
4068,IA,2015,natamer,-97
4069,ID,2015,natamer,4000
4070,IL,2015,natamer,-97
4071,IN,2015,natamer,-97
4072,KS,2015,natamer,4000
4073,KY,2015,natamer,-97
4074,LA,2015,natamer,5000
4075,MA,2015,natamer,-97
4076,MD,2015,natamer,-97
4077,ME,2015,natamer,-97
4078,MI,2015,natamer,11000
4079,MN,2015,natamer,14000
4080,MO,2015,natamer,-97
4081,MS,2015,natamer,3000
4082,MT,2015,natamer,24000
4083,NC,2015,natamer,25000
4084,ND,2015,natamer,14000
4085,NE,2015,natamer,6000
4086,NH,2015,natamer,-97
4087,NJ,2015,natamer,-97
4088,NM,2015,natamer,51000
4089,NV,2015,natamer,5000
4090,NY,2015,natamer,9000
4091,OH,2015,natamer,-97
4092,OK,2015,natamer,82000
4093,OR,2015,natamer,9000
4094,PA,2015,natamer,-97
4095,RI,2015,natamer,-97
4096,SC,2015,natamer,-97
4097,SD,2015,natamer,24000
4098,TN,2015,natamer,-97
4099,TX,2015,natamer,14000
4100,US,2015,natamer,551000
4101,UT,2015,natamer,8000
4102,VA,2015,natamer,-97
4103,VT,2015,natamer,-97
4104,WA,2015,natamer,20000
4105,WI,2015,natamer,12000
4106,WV,2015,natamer,-97
4107,WY,2015,natamer,3000
4108,AK,2016,natamer,33000
4109,AL,2016,natamer,-97
4110,AR,2016,natamer,5000
4111,AZ,2016,natamer,81000
4112,CA,2016,natamer,24000
4113,CO,2016,natamer,5000
4114,CT,2016,natamer,-97
4115,DC,2016,natamer,-98
4116,DE,2016,natamer,-97
4117,FL,2016,natamer,6000
4118,GA,2016,natamer,-97
4119,HI,2016,natamer,-97
4120,IA,2016,natamer,-97
4121,ID,2016,natamer,5000
4122,IL,2016,natamer,-97
4123,IN,2016,natamer,-97
4124,KS,2016,natamer,4000
4125,KY,2016,natamer,-97
4126,LA,2016,natamer,6000
4127,MA,2016,natamer,-97
4128,MD,2016,natamer,-97
4129,ME,2016,natamer,-97
4130,MI,2016,natamer,10000
4131,MN,2016,natamer,17000
4132,MO,2016,natamer,5000
4133,MS,2016,natamer,4000
4134,MT,2016,natamer,23000
4135,NC,2016,natamer,24000
4136,ND,2016,natamer,15000
4137,NE,2016,natamer,5000
4138,NH,2016,natamer,-97
4139,NJ,2016,natamer,-97
4140,NM,2016,natamer,50000
4141,NV,2016,natamer,6000
4142,NY,2016,natamer,8000
4143,OH,2016,natamer,-97
4144,OK,2016,natamer,81000
4145,OR,2016,natamer,9000
4146,PA,2016,natamer,-97
4147,RI,2016,natamer,-97
4148,SC,2016,natamer,-97
4149,SD,2016,natamer,25000
4150,TN,2016,natamer,-97
4151,TX,2016,natamer,15000
4152,US,2016,natamer,551000
4153,UT,2016,natamer,7000
4154,VA,2016,natamer,-97
4155,VT,2016,natamer,-97
4156,WA,2016,natamer,22000
4157,WI,2016,natamer,12000
4158,WV,2016,natamer,-97
4159,WY,2016,natamer,4000
4160,AK,2017,natamer,33000
4161,AL,2017,natamer,4000
4162,AR,2017,natamer,-97
4163,AZ,2017,natamer,79000
4164,CA,2017,natamer,26000
4165,CO,2017,natamer,6000
4166,CT,2017,natamer,-97
4167,DC,2017,natamer,-97
4168,DE,2017,natamer,-97
4169,FL,2017,natamer,7000
4170,GA,2017,natamer,-97
4171,HI,2017,natamer,-97
4172,IA,2017,natamer,-97
4173,ID,2017,natamer,5000
4174,IL,2017,natamer,-97
4175,IN,2017,natamer,-97
4176,KS,2017,natamer,4000
4177,KY,2017,natamer,-97
4178,LA,2017,natamer,6000
4179,MA,2017,natamer,-97
4180,MD,2017,natamer,-97
4181,ME,2017,natamer,-97
4182,MI,2017,natamer,9000
4183,MN,2017,natamer,18000
4184,MO,2017,natamer,6000
4185,MS,2017,natamer,4000
4186,MT,2017,natamer,22000
4187,NC,2017,natamer,25000
4188,ND,2017,natamer,16000
4189,NE,2017,natamer,4000
4190,NH,2017,natamer,-97
4191,NJ,2017,natamer,-97
4192,NM,2017,natamer,51000
4193,NV,2017,natamer,7000
4194,NY,2017,natamer,8000
4195,OH,2017,natamer,-97
4196,OK,2017,natamer,83000
4197,OR,2017,natamer,8000
4198,PA,2017,natamer,-97
4199,RI,2017,natamer,-97
4200,SC,2017,natamer,-97
4201,SD,2017,natamer,28000
4202,TN,2017,natamer,-97
4203,TX,2017,natamer,15000
4204,US,2017,natamer,557000
4205,UT,2017,natamer,8000
4206,VA,2017,natamer,-97
4207,VT,2017,natamer,-97
4208,WA,2017,natamer,21000
4209,WI,2017,natamer,11000
4210,WV,2017,natamer,-97
4211,WY,2017,natamer,5000
4212,AK,2015,othmult,25000
4213,AL,2015,othmult,39000
4214,AR,2015,othmult,27000
4215,AZ,2015,othmult,67000
4216,CA,2015,othmult,480000
4217,CO,2015,othmult,59000
4218,CT,2015,othmult,35000
4219,DC,2015,othmult,4000
4220,DE,2015,othmult,12000
4221,FL,2015,othmult,176000
4222,GA,2015,othmult,100000
4223,HI,2015,othmult,99000
4224,IA,2015,othmult,28000
4225,ID,2015,othmult,16000
4226,IL,2015,othmult,112000
4227,IN,2015,othmult,69000
4228,KS,2015,othmult,40000
4229,KY,2015,othmult,49000
4230,LA,2015,othmult,37000
4231,MA,2015,othmult,74000
4232,MD,2015,othmult,80000
4233,ME,2015,othmult,11000
4234,MI,2015,othmult,117000
4235,MN,2015,othmult,68000
4236,MO,2015,othmult,69000
4237,MS,2015,othmult,18000
4238,MT,2015,othmult,8000
4239,NC,2015,othmult,104000
4240,ND,2015,othmult,7000
4241,NE,2015,othmult,19000
4242,NH,2015,othmult,11000
4243,NJ,2015,othmult,78000
4244,NM,2015,othmult,13000
4245,NV,2015,othmult,46000
4246,NY,2015,othmult,178000
4247,OH,2015,othmult,142000
4248,OK,2015,othmult,111000
4249,OR,2015,othmult,58000
4250,PA,2015,othmult,122000
4251,RI,2015,othmult,11000
4252,SC,2015,othmult,47000
4253,SD,2015,othmult,13000
4254,TN,2015,othmult,63000
4255,TX,2015,othmult,199000
4256,US,2015,othmult,3531000
4257,UT,2015,othmult,35000
4258,VA,2015,othmult,119000
4259,VT,2015,othmult,-97
4260,WA,2015,othmult,150000
4261,WI,2015,othmult,59000
4262,WV,2015,othmult,15000
4263,WY,2015,othmult,6000
4264,AK,2016,othmult,24000
4265,AL,2016,othmult,38000
4266,AR,2016,othmult,30000
4267,AZ,2016,othmult,69000
4268,CA,2016,othmult,494000
4269,CO,2016,othmult,56000
4270,CT,2016,othmult,33000
4271,DC,2016,othmult,5000
4272,DE,2016,othmult,12000
4273,FL,2016,othmult,185000
4274,GA,2016,othmult,110000
4275,HI,2016,othmult,100000
4276,IA,2016,othmult,30000
4277,ID,2016,othmult,16000
4278,IL,2016,othmult,116000
4279,IN,2016,othmult,73000
4280,KS,2016,othmult,42000
4281,KY,2016,othmult,44000
4282,LA,2016,othmult,39000
4283,MA,2016,othmult,72000
4284,MD,2016,othmult,87000
4285,ME,2016,othmult,10000
4286,MI,2016,othmult,119000
4287,MN,2016,othmult,70000
4288,MO,2016,othmult,69000
4289,MS,2016,othmult,15000
4290,MT,2016,othmult,11000
4291,NC,2016,othmult,109000
4292,ND,2016,othmult,8000
4293,NE,2016,othmult,18000
4294,NH,2016,othmult,10000
4295,NJ,2016,othmult,84000
4296,NM,2016,othmult,13000
4297,NV,2016,othmult,46000
4298,NY,2016,othmult,181000
4299,OH,2016,othmult,146000
4300,OK,2016,othmult,117000
4301,OR,2016,othmult,58000
4302,PA,2016,othmult,128000
4303,RI,2016,othmult,14000
4304,SC,2016,othmult,49000
4305,SD,2016,othmult,13000
4306,TN,2016,othmult,63000
4307,TX,2016,othmult,210000
4308,US,2016,othmult,3637000
4309,UT,2016,othmult,35000
4310,VA,2016,othmult,127000
4311,VT,2016,othmult,-97
4312,WA,2016,othmult,151000
4313,WI,2016,othmult,58000
4314,WV,2016,othmult,16000
4315,WY,2016,othmult,6000
4316,AK,2017,othmult,28000
4317,AL,2017,othmult,37000
4318,AR,2017,othmult,31000
4319,AZ,2017,othmult,75000
4320,CA,2017,othmult,512000
4321,CO,2017,othmult,56000
4322,CT,2017,othmult,37000
4323,DC,2017,othmult,7000
4324,DE,2017,othmult,11000
4325,FL,2017,othmult,201000
4326,GA,2017,othmult,119000
4327,HI,2017,othmult,97000
4328,IA,2017,othmult,30000
4329,ID,2017,othmult,16000
4330,IL,2017,othmult,120000
4331,IN,2017,othmult,78000
4332,KS,2017,othmult,43000
4333,KY,2017,othmult,46000
4334,LA,2017,othmult,42000
4335,MA,2017,othmult,75000
4336,MD,2017,othmult,87000
4337,ME,2017,othmult,10000
4338,MI,2017,othmult,119000
4339,MN,2017,othmult,70000
4340,MO,2017,othmult,76000
4341,MS,2017,othmult,17000
