jid,statecode,year_end,variable,value
1620,DE,2016,citizen_prt,183000
1621,FL,2016,citizen_prt,3582000
1622,GA,2016,citizen_prt,2214000
1623,HI,2016,citizen_prt,280000
1624,IA,2016,citizen_prt,686000
1625,ID,2016,citizen_prt,403000
1626,IL,2016,citizen_prt,2578000
1627,IN,2016,citizen_prt,1471000
1628,KS,2016,citizen_prt,654000
1629,KY,2016,citizen_prt,947000
1630,LA,2016,citizen_prt,1056000
1631,MA,2016,citizen_prt,1234000
1632,MD,2016,citizen_prt,1180000
1633,ME,2016,citizen_prt,245000
1634,MI,2016,citizen_prt,2067000
1635,MN,2016,citizen_prt,1194000
1636,MO,2016,citizen_prt,1318000
1637,MS,2016,citizen_prt,696000
1638,MT,2016,citizen_prt,222000
1639,NC,2016,citizen_prt,2032000
1640,ND,2016,citizen_prt,165000
1641,NE,2016,citizen_prt,431000
1642,NH,2016,citizen_prt,251000
1643,NJ,2016,citizen_prt,1705000
1644,NM,2016,citizen_prt,440000
1645,NV,2016,citizen_prt,552000
1646,NY,2016,citizen_prt,3590000
1647,OH,2016,citizen_prt,2506000
1648,OK,2016,citizen_prt,874000
1649,OR,2016,citizen_prt,759000
1650,PA,2016,citizen_prt,2522000
1651,RI,2016,citizen_prt,190000
1652,SC,2016,citizen_prt,1016000
1653,SD,2016,citizen_prt,202000
1654,TN,2016,citizen_prt,1376000
1655,TX,2016,citizen_prt,5935000
1656,US,2016,citizen_prt,64727000
1657,UT,2016,citizen_prt,841000
1658,VA,2016,citizen_prt,1691000
1659,VT,2016,citizen_prt,116000
1660,WA,2016,citizen_prt,1408000
1661,WI,2016,citizen_prt,1211000
1662,WV,2016,citizen_prt,367000
1663,WY,2016,citizen_prt,131000
1664,AK,2017,citizen_prt,177000
1665,AL,2017,citizen_prt,1023000
1666,AR,2017,citizen_prt,650000
1667,AZ,2017,citizen_prt,1389000
1668,CA,2017,citizen_prt,7112000
1669,CO,2017,citizen_prt,1111000
1670,CT,2017,citizen_prt,670000
1671,DC,2017,citizen_prt,108000
1672,DE,2017,citizen_prt,181000
1673,FL,2017,citizen_prt,3622000
1674,GA,2017,citizen_prt,2224000
1675,HI,2017,citizen_prt,274000
1676,IA,2017,citizen_prt,683000
1677,ID,2017,citizen_prt,410000
1678,IL,2017,citizen_prt,2559000
1679,IN,2017,citizen_prt,1460000
1680,KS,2017,citizen_prt,654000
1681,KY,2017,citizen_prt,949000
1682,LA,2017,citizen_prt,1055000
1683,MA,2017,citizen_prt,1224000
1684,MD,2017,citizen_prt,1179000
1685,ME,2017,citizen_prt,246000
1686,MI,2017,citizen_prt,2041000
1687,MN,2017,citizen_prt,1198000
1688,MO,2017,citizen_prt,1315000
1689,MS,2017,citizen_prt,690000
1690,MT,2017,citizen_prt,223000
1691,NC,2017,citizen_prt,2035000
1692,ND,2017,citizen_prt,165000
1693,NE,2017,citizen_prt,429000
1694,NH,2017,citizen_prt,246000
1695,NJ,2017,citizen_prt,1689000
1696,NM,2017,citizen_prt,439000
1697,NV,2017,citizen_prt,560000
1698,NY,2017,citizen_prt,3569000
1699,OH,2017,citizen_prt,2484000
1700,OK,2017,citizen_prt,879000
1701,OR,2017,citizen_prt,767000
1702,PA,2017,citizen_prt,2500000
1703,RI,2017,citizen_prt,187000
1704,SC,2017,citizen_prt,1016000
1705,SD,2017,citizen_prt,202000
1706,TN,2017,citizen_prt,1376000
1707,TX,2017,citizen_prt,6011000
1708,US,2017,citizen_prt,64746000
1709,UT,2017,citizen_prt,846000
1710,VA,2017,citizen_prt,1685000
1711,VT,2017,citizen_prt,115000
1712,WA,2017,citizen_prt,1418000
1713,WI,2017,citizen_prt,1207000
1714,WV,2017,citizen_prt,360000
1715,WY,2017,citizen_prt,132000
1716,AK,2015,citizen_children_noncit_parents,-97
1717,AL,2015,citizen_children_noncit_parents,32000
1718,AR,2015,citizen_children_noncit_parents,36000
1719,AZ,2015,citizen_children_noncit_parents,164000
1720,CA,2015,citizen_children_noncit_parents,1556000
1721,CO,2015,citizen_children_noncit_parents,105000
1722,CT,2015,citizen_children_noncit_parents,43000
1723,DC,2015,citizen_children_noncit_parents,8000
1724,DE,2015,citizen_children_noncit_parents,14000
1725,FL,2015,citizen_children_noncit_parents,306000
1726,GA,2015,citizen_children_noncit_parents,202000
1727,HI,2015,citizen_children_noncit_parents,13000
1728,IA,2015,citizen_children_noncit_parents,20000
1729,ID,2015,citizen_children_noncit_parents,19000
1730,IL,2015,citizen_children_noncit_parents,259000
1731,IN,2015,citizen_children_noncit_parents,55000
1732,KS,2015,citizen_children_noncit_parents,40000
1733,KY,2015,citizen_children_noncit_parents,24000
1734,LA,2015,citizen_children_noncit_parents,23000
1735,MA,2015,citizen_children_noncit_parents,86000
1736,MD,2015,citizen_children_noncit_parents,98000
1737,ME,2015,citizen_children_noncit_parents,-97
1738,MI,2015,citizen_children_noncit_parents,57000
1739,MN,2015,citizen_children_noncit_parents,54000
1740,MO,2015,citizen_children_noncit_parents,26000
1741,MS,2015,citizen_children_noncit_parents,8000
1742,MT,2015,citizen_children_noncit_parents,-97
1743,NC,2015,citizen_children_noncit_parents,184000
1744,ND,2015,citizen_children_noncit_parents,-97
1745,NE,2015,citizen_children_noncit_parents,22000
1746,NH,2015,citizen_children_noncit_parents,-97
1747,NJ,2015,citizen_children_noncit_parents,185000
1748,NM,2015,citizen_children_noncit_parents,40000
1749,NV,2015,citizen_children_noncit_parents,87000
1750,NY,2015,citizen_children_noncit_parents,378000
1751,OH,2015,citizen_children_noncit_parents,39000
1752,OK,2015,citizen_children_noncit_parents,50000
1753,OR,2015,citizen_children_noncit_parents,74000
1754,PA,2015,citizen_children_noncit_parents,70000
1755,RI,2015,citizen_children_noncit_parents,14000
1756,SC,2015,citizen_children_noncit_parents,40000
1757,SD,2015,citizen_children_noncit_parents,-97
1758,TN,2015,citizen_children_noncit_parents,66000
1759,TX,2015,citizen_children_noncit_parents,955000
1760,US,2015,citizen_children_noncit_parents,5810000
1761,UT,2015,citizen_children_noncit_parents,54000
1762,VA,2015,citizen_children_noncit_parents,106000
1763,VT,2015,citizen_children_noncit_parents,-97
1764,WA,2015,citizen_children_noncit_parents,136000
1765,WI,2015,citizen_children_noncit_parents,42000
1766,WV,2015,citizen_children_noncit_parents,-97
1767,WY,2015,citizen_children_noncit_parents,-97
1768,AK,2016,citizen_children_noncit_parents,-97
1769,AL,2016,citizen_children_noncit_parents,32000
1770,AR,2016,citizen_children_noncit_parents,35000
1771,AZ,2016,citizen_children_noncit_parents,166000
1772,CA,2016,citizen_children_noncit_parents,1549000
1773,CO,2016,citizen_children_noncit_parents,106000
1774,CT,2016,citizen_children_noncit_parents,44000
1775,DC,2016,citizen_children_noncit_parents,7000
1776,DE,2016,citizen_children_noncit_parents,16000
1777,FL,2016,citizen_children_noncit_parents,311000
1778,GA,2016,citizen_children_noncit_parents,193000
1779,HI,2016,citizen_children_noncit_parents,14000
1780,IA,2016,citizen_children_noncit_parents,20000
1781,ID,2016,citizen_children_noncit_parents,21000
1782,IL,2016,citizen_children_noncit_parents,260000
1783,IN,2016,citizen_children_noncit_parents,59000
1784,KS,2016,citizen_children_noncit_parents,41000
1785,KY,2016,citizen_children_noncit_parents,22000
1786,LA,2016,citizen_children_noncit_parents,24000
1787,MA,2016,citizen_children_noncit_parents,88000
1788,MD,2016,citizen_children_noncit_parents,103000
1789,ME,2016,citizen_children_noncit_parents,-97
1790,MI,2016,citizen_children_noncit_parents,56000
1791,MN,2016,citizen_children_noncit_parents,49000
1792,MO,2016,citizen_children_noncit_parents,29000
1793,MS,2016,citizen_children_noncit_parents,10000
1794,MT,2016,citizen_children_noncit_parents,-97
1795,NC,2016,citizen_children_noncit_parents,174000
1796,ND,2016,citizen_children_noncit_parents,-97
1797,NE,2016,citizen_children_noncit_parents,23000
1798,NH,2016,citizen_children_noncit_parents,-97
1799,NJ,2016,citizen_children_noncit_parents,191000
1800,NM,2016,citizen_children_noncit_parents,35000
1801,NV,2016,citizen_children_noncit_parents,89000
1802,NY,2016,citizen_children_noncit_parents,385000
1803,OH,2016,citizen_children_noncit_parents,39000
1804,OK,2016,citizen_children_noncit_parents,52000
1805,OR,2016,citizen_children_noncit_parents,73000
1806,PA,2016,citizen_children_noncit_parents,66000
1807,RI,2016,citizen_children_noncit_parents,12000
1808,SC,2016,citizen_children_noncit_parents,41000
1809,SD,2016,citizen_children_noncit_parents,-97
1810,TN,2016,citizen_children_noncit_parents,69000
1811,TX,2016,citizen_children_noncit_parents,947000
1812,US,2016,citizen_children_noncit_parents,5805000
1813,UT,2016,citizen_children_noncit_parents,53000
1814,VA,2016,citizen_children_noncit_parents,102000
1815,VT,2016,citizen_children_noncit_parents,-97
1816,WA,2016,citizen_children_noncit_parents,139000
1817,WI,2016,citizen_children_noncit_parents,42000
1818,WV,2016,citizen_children_noncit_parents,-97
1819,WY,2016,citizen_children_noncit_parents,-97
1820,AK,2017,citizen_children_noncit_parents,-97
1821,AL,2017,citizen_children_noncit_parents,37000
1822,AR,2017,citizen_children_noncit_parents,34000
1823,AZ,2017,citizen_children_noncit_parents,168000
1824,CA,2017,citizen_children_noncit_parents,1482000
1825,CO,2017,citizen_children_noncit_parents,102000
1826,CT,2017,citizen_children_noncit_parents,43000
1827,DC,2017,citizen_children_noncit_parents,8000
1828,DE,2017,citizen_children_noncit_parents,16000
1829,FL,2017,citizen_children_noncit_parents,309000
1830,GA,2017,citizen_children_noncit_parents,189000
1831,HI,2017,citizen_children_noncit_parents,15000
1832,IA,2017,citizen_children_noncit_parents,24000
1833,ID,2017,citizen_children_noncit_parents,20000
1834,IL,2017,citizen_children_noncit_parents,253000
1835,IN,2017,citizen_children_noncit_parents,62000
1836,KS,2017,citizen_children_noncit_parents,34000
1837,KY,2017,citizen_children_noncit_parents,20000
1838,LA,2017,citizen_children_noncit_parents,23000
1839,MA,2017,citizen_children_noncit_parents,82000
1840,MD,2017,citizen_children_noncit_parents,104000
1841,ME,2017,citizen_children_noncit_parents,-97
1842,MI,2017,citizen_children_noncit_parents,56000
1843,MN,2017,citizen_children_noncit_parents,49000
1844,MO,2017,citizen_children_noncit_parents,28000
1845,MS,2017,citizen_children_noncit_parents,10000
1846,MT,2017,citizen_children_noncit_parents,-97
1847,NC,2017,citizen_children_noncit_parents,176000
1848,ND,2017,citizen_children_noncit_parents,-97
1849,NE,2017,citizen_children_noncit_parents,26000
1850,NH,2017,citizen_children_noncit_parents,-97
1851,NJ,2017,citizen_children_noncit_parents,191000
1852,NM,2017,citizen_children_noncit_parents,31000
1853,NV,2017,citizen_children_noncit_parents,86000
1854,NY,2017,citizen_children_noncit_parents,377000
1855,OH,2017,citizen_children_noncit_parents,41000
1856,OK,2017,citizen_children_noncit_parents,49000
1857,OR,2017,citizen_children_noncit_parents,69000
1858,PA,2017,citizen_children_noncit_parents,70000
1859,RI,2017,citizen_children_noncit_parents,11000
1860,SC,2017,citizen_children_noncit_parents,42000
1861,SD,2017,citizen_children_noncit_parents,-97
1862,TN,2017,citizen_children_noncit_parents,70000
1863,TX,2017,citizen_children_noncit_parents,938000
1864,US,2017,citizen_children_noncit_parents,5705000
1865,UT,2017,citizen_children_noncit_parents,53000
1866,VA,2017,citizen_children_noncit_parents,103000
1867,VT,2017,citizen_children_noncit_parents,-97
1868,WA,2017,citizen_children_noncit_parents,141000
1869,WI,2017,citizen_children_noncit_parents,43000
1870,WV,2017,citizen_children_noncit_parents,-97
1871,WY,2017,citizen_children_noncit_parents,-97
1872,AK,2015,noncit_children_noncit_parents,-97
1873,AL,2015,noncit_children_noncit_parents,7000
1874,AR,2015,noncit_children_noncit_parents,-97
1875,AZ,2015,noncit_children_noncit_parents,34000
1876,CA,2015,noncit_children_noncit_parents,286000
1877,CO,2015,noncit_children_noncit_parents,21000
1878,CT,2015,noncit_children_noncit_parents,19000
1879,DC,2015,noncit_children_noncit_parents,-97
1880,DE,2015,noncit_children_noncit_parents,-97
1881,FL,2015,noncit_children_noncit_parents,123000
1882,GA,2015,noncit_children_noncit_parents,39000
1883,HI,2015,noncit_children_noncit_parents,7000
1884,IA,2015,noncit_children_noncit_parents,-97
1885,ID,2015,noncit_children_noncit_parents,-97
1886,IL,2015,noncit_children_noncit_parents,50000
1887,IN,2015,noncit_children_noncit_parents,14000
1888,KS,2015,noncit_children_noncit_parents,10000
1889,KY,2015,noncit_children_noncit_parents,11000
1890,LA,2015,noncit_children_noncit_parents,8000
1891,MA,2015,noncit_children_noncit_parents,30000
1892,MD,2015,noncit_children_noncit_parents,35000
1893,ME,2015,noncit_children_noncit_parents,-97
1894,MI,2015,noncit_children_noncit_parents,26000
1895,MN,2015,noncit_children_noncit_parents,21000
1896,MO,2015,noncit_children_noncit_parents,6000
1897,MS,2015,noncit_children_noncit_parents,-97
1898,MT,2015,noncit_children_noncit_parents,-97
1899,NC,2015,noncit_children_noncit_parents,32000
1900,ND,2015,noncit_children_noncit_parents,-97
1901,NE,2015,noncit_children_noncit_parents,-97
1902,NH,2015,noncit_children_noncit_parents,-97
1903,NJ,2015,noncit_children_noncit_parents,59000
1904,NM,2015,noncit_children_noncit_parents,8000
1905,NV,2015,noncit_children_noncit_parents,14000
1906,NY,2015,noncit_children_noncit_parents,114000
1907,OH,2015,noncit_children_noncit_parents,23000
1908,OK,2015,noncit_children_noncit_parents,12000
1909,OR,2015,noncit_children_noncit_parents,12000
1910,PA,2015,noncit_children_noncit_parents,26000
1911,RI,2015,noncit_children_noncit_parents,-97
1912,SC,2015,noncit_children_noncit_parents,9000
1913,SD,2015,noncit_children_noncit_parents,-97
1914,TN,2015,noncit_children_noncit_parents,18000
1915,TX,2015,noncit_children_noncit_parents,209000
1916,US,2015,noncit_children_noncit_parents,1435000
1917,UT,2015,noncit_children_noncit_parents,10000
1918,VA,2015,noncit_children_noncit_parents,43000
1919,VT,2015,noncit_children_noncit_parents,-97
1920,WA,2015,noncit_children_noncit_parents,37000
1921,WI,2015,noncit_children_noncit_parents,11000
1922,WV,2015,noncit_children_noncit_parents,-97
1923,WY,2015,noncit_children_noncit_parents,-97
1924,AK,2016,noncit_children_noncit_parents,-97
1925,AL,2016,noncit_children_noncit_parents,-97
1926,AR,2016,noncit_children_noncit_parents,-97
1927,AZ,2016,noncit_children_noncit_parents,31000
1928,CA,2016,noncit_children_noncit_parents,286000
1929,CO,2016,noncit_children_noncit_parents,22000
1930,CT,2016,noncit_children_noncit_parents,19000
1931,DC,2016,noncit_children_noncit_parents,-97
1932,DE,2016,noncit_children_noncit_parents,-97
1933,FL,2016,noncit_children_noncit_parents,128000
1934,GA,2016,noncit_children_noncit_parents,42000
1935,HI,2016,noncit_children_noncit_parents,7000
1936,IA,2016,noncit_children_noncit_parents,-97
1937,ID,2016,noncit_children_noncit_parents,-97
1938,IL,2016,noncit_children_noncit_parents,50000
1939,IN,2016,noncit_children_noncit_parents,13000
1940,KS,2016,noncit_children_noncit_parents,9000
1941,KY,2016,noncit_children_noncit_parents,10000
1942,LA,2016,noncit_children_noncit_parents,10000
1943,MA,2016,noncit_children_noncit_parents,33000
1944,MD,2016,noncit_children_noncit_parents,36000
1945,ME,2016,noncit_children_noncit_parents,-97
1946,MI,2016,noncit_children_noncit_parents,25000
1947,MN,2016,noncit_children_noncit_parents,19000
1948,MO,2016,noncit_children_noncit_parents,9000
1949,MS,2016,noncit_children_noncit_parents,-97
1950,MT,2016,noncit_children_noncit_parents,-97
1951,NC,2016,noncit_children_noncit_parents,32000
1952,ND,2016,noncit_children_noncit_parents,-97
1953,NE,2016,noncit_children_noncit_parents,7000
1954,NH,2016,noncit_children_noncit_parents,-97
1955,NJ,2016,noncit_children_noncit_parents,64000
1956,NM,2016,noncit_children_noncit_parents,7000
1957,NV,2016,noncit_children_noncit_parents,13000
1958,NY,2016,noncit_children_noncit_parents,122000
1959,OH,2016,noncit_children_noncit_parents,20000
1960,OK,2016,noncit_children_noncit_parents,10000
1961,OR,2016,noncit_children_noncit_parents,11000
1962,PA,2016,noncit_children_noncit_parents,30000
1963,RI,2016,noncit_children_noncit_parents,-97
1964,SC,2016,noncit_children_noncit_parents,12000
1965,SD,2016,noncit_children_noncit_parents,-97
1966,TN,2016,noncit_children_noncit_parents,19000
1967,TX,2016,noncit_children_noncit_parents,210000
1968,US,2016,noncit_children_noncit_parents,1448000
1969,UT,2016,noncit_children_noncit_parents,7000
1970,VA,2016,noncit_children_noncit_parents,37000
1971,VT,2016,noncit_children_noncit_parents,-97
1972,WA,2016,noncit_children_noncit_parents,39000
1973,WI,2016,noncit_children_noncit_parents,12000
1974,WV,2016,noncit_children_noncit_parents,-97
1975,WY,2016,noncit_children_noncit_parents,-97
1976,AK,2017,noncit_children_noncit_parents,-97
1977,AL,2017,noncit_children_noncit_parents,6000
1978,AR,2017,noncit_children_noncit_parents,-97
1979,AZ,2017,noncit_children_noncit_parents,31000
1980,CA,2017,noncit_children_noncit_parents,276000
1981,CO,2017,noncit_children_noncit_parents,21000
1982,CT,2017,noncit_children_noncit_parents,20000
1983,DC,2017,noncit_children_noncit_parents,-97
1984,DE,2017,noncit_children_noncit_parents,-97
1985,FL,2017,noncit_children_noncit_parents,142000
1986,GA,2017,noncit_children_noncit_parents,40000
1987,HI,2017,noncit_children_noncit_parents,7000
1988,IA,2017,noncit_children_noncit_parents,-97
1989,ID,2017,noncit_children_noncit_parents,-97
1990,IL,2017,noncit_children_noncit_parents,47000
1991,IN,2017,noncit_children_noncit_parents,17000
1992,KS,2017,noncit_children_noncit_parents,9000
1993,KY,2017,noncit_children_noncit_parents,9000
1994,LA,2017,noncit_children_noncit_parents,9000
1995,MA,2017,noncit_children_noncit_parents,38000
1996,MD,2017,noncit_children_noncit_parents,36000
1997,ME,2017,noncit_children_noncit_parents,-97
1998,MI,2017,noncit_children_noncit_parents,33000
1999,MN,2017,noncit_children_noncit_parents,17000
2000,MO,2017,noncit_children_noncit_parents,10000
2001,MS,2017,noncit_children_noncit_parents,-97
2002,MT,2017,noncit_children_noncit_parents,-97
2003,NC,2017,noncit_children_noncit_parents,37000
2004,ND,2017,noncit_children_noncit_parents,-97
2005,NE,2017,noncit_children_noncit_parents,9000
2006,NH,2017,noncit_children_noncit_parents,-97
2007,NJ,2017,noncit_children_noncit_parents,70000
2008,NM,2017,noncit_children_noncit_parents,6000
2009,NV,2017,noncit_children_noncit_parents,14000
2010,NY,2017,noncit_children_noncit_parents,121000
2011,OH,2017,noncit_children_noncit_parents,19000
2012,OK,2017,noncit_children_noncit_parents,8000
2013,OR,2017,noncit_children_noncit_parents,11000
2014,PA,2017,noncit_children_noncit_parents,36000
2015,RI,2017,noncit_children_noncit_parents,-97
2016,SC,2017,noncit_children_noncit_parents,12000
2017,SD,2017,noncit_children_noncit_parents,-97
2018,TN,2017,noncit_children_noncit_parents,20000
2019,TX,2017,noncit_children_noncit_parents,221000
2020,US,2017,noncit_children_noncit_parents,1493000
2021,UT,2017,noncit_children_noncit_parents,9000
2022,VA,2017,noncit_children_noncit_parents,38000
2023,VT,2017,noncit_children_noncit_parents,-97
2024,WA,2017,noncit_children_noncit_parents,42000
2025,WI,2017,noncit_children_noncit_parents,11000
2026,WV,2017,noncit_children_noncit_parents,-97
2027,WY,2017,noncit_children_noncit_parents,-97
2028,AK,2015,cit_children_cit_parents,175000
2029,AL,2015,cit_children_cit_parents,1042000
2030,AR,2015,cit_children_cit_parents,641000
2031,AZ,2015,cit_children_cit_parents,1368000
2032,CA,2015,cit_children_cit_parents,7034000
2033,CO,2015,cit_children_cit_parents,1101000
2034,CT,2015,cit_children_cit_parents,687000
2035,DC,2015,cit_children_cit_parents,100000
2036,DE,2015,cit_children_cit_parents,184000
2037,FL,2015,cit_children_cit_parents,3519000
2038,GA,2015,cit_children_cit_parents,2192000
2039,HI,2015,cit_children_cit_parents,278000
2040,IA,2015,cit_children_cit_parents,683000
2041,ID,2015,cit_children_cit_parents,400000
2042,IL,2015,cit_children_cit_parents,2603000
2043,IN,2015,cit_children_cit_parents,1475000
2044,KS,2015,cit_children_cit_parents,655000
2045,KY,2015,cit_children_cit_parents,946000
2046,LA,2015,cit_children_cit_parents,1060000
2047,MA,2015,cit_children_cit_parents,1239000
2048,MD,2015,cit_children_cit_parents,1180000
2049,ME,2015,cit_children_cit_parents,247000
2050,MI,2015,cit_children_cit_parents,2078000
2051,MN,2015,cit_children_cit_parents,1176000
2052,MO,2015,cit_children_cit_parents,1321000
2053,MS,2015,cit_children_cit_parents,700000
2054,MT,2015,cit_children_cit_parents,220000
2055,NC,2015,cit_children_cit_parents,2017000
2056,ND,2015,cit_children_cit_parents,164000
2057,NE,2015,cit_children_cit_parents,432000
2058,NH,2015,cit_children_cit_parents,255000
2059,NJ,2015,cit_children_cit_parents,1715000
2060,NM,2015,cit_children_cit_parents,437000
2061,NV,2015,cit_children_cit_parents,546000
2062,NY,2015,cit_children_cit_parents,3598000
2063,OH,2015,cit_children_cit_parents,2509000
2064,OK,2015,cit_children_cit_parents,864000
2065,OR,2015,cit_children_cit_parents,750000
2066,PA,2015,cit_children_cit_parents,2534000
2067,RI,2015,cit_children_cit_parents,188000
2068,SC,2015,cit_children_cit_parents,1007000
2069,SD,2015,cit_children_cit_parents,199000
2070,TN,2015,cit_children_cit_parents,1373000
2071,TX,2015,cit_children_cit_parents,5805000
2072,US,2015,cit_children_cit_parents,64431000
2073,UT,2015,cit_children_cit_parents,830000
2074,VA,2015,cit_children_cit_parents,1677000
2075,VT,2015,cit_children_cit_parents,115000
2076,WA,2015,cit_children_cit_parents,1395000
2077,WI,2015,cit_children_cit_parents,1217000
2078,WV,2015,cit_children_cit_parents,369000
2079,WY,2015,cit_children_cit_parents,130000
2080,AK,2016,cit_children_cit_parents,177000
2081,AL,2016,cit_children_cit_parents,1037000
2082,AR,2016,cit_children_cit_parents,643000
2083,AZ,2016,cit_children_cit_parents,1380000
2084,CA,2016,cit_children_cit_parents,7018000
2085,CO,2016,cit_children_cit_parents,1106000
2086,CT,2016,cit_children_cit_parents,675000
2087,DC,2016,cit_children_cit_parents,106000
2088,DE,2016,cit_children_cit_parents,182000
2089,FL,2016,cit_children_cit_parents,3554000
2090,GA,2016,cit_children_cit_parents,2208000
2091,HI,2016,cit_children_cit_parents,277000
2092,IA,2016,cit_children_cit_parents,684000
2093,ID,2016,cit_children_cit_parents,402000
2094,IL,2016,cit_children_cit_parents,2571000
2095,IN,2016,cit_children_cit_parents,1469000
2096,KS,2016,cit_children_cit_parents,653000
2097,KY,2016,cit_children_cit_parents,945000
2098,LA,2016,cit_children_cit_parents,1055000
2099,MA,2016,cit_children_cit_parents,1228000
2100,MD,2016,cit_children_cit_parents,1173000
2101,ME,2016,cit_children_cit_parents,245000
2102,MI,2016,cit_children_cit_parents,2063000
2103,MN,2016,cit_children_cit_parents,1188000
2104,MO,2016,cit_children_cit_parents,1316000
2105,MS,2016,cit_children_cit_parents,695000
2106,MT,2016,cit_children_cit_parents,221000
2107,NC,2016,cit_children_cit_parents,2028000
2108,ND,2016,cit_children_cit_parents,165000
2109,NE,2016,cit_children_cit_parents,430000
2110,NH,2016,cit_children_cit_parents,250000
2111,NJ,2016,cit_children_cit_parents,1694000
2112,NM,2016,cit_children_cit_parents,438000
2113,NV,2016,cit_children_cit_parents,548000
2114,NY,2016,cit_children_cit_parents,3563000
2115,OH,2016,cit_children_cit_parents,2502000
2116,OK,2016,cit_children_cit_parents,873000
2117,OR,2016,cit_children_cit_parents,757000
2118,PA,2016,cit_children_cit_parents,2515000
2119,RI,2016,cit_children_cit_parents,188000
2120,SC,2016,cit_children_cit_parents,1015000
2121,SD,2016,cit_children_cit_parents,202000
2122,TN,2016,cit_children_cit_parents,1374000
2123,TX,2016,cit_children_cit_parents,5903000
2124,US,2016,cit_children_cit_parents,64463000
2125,UT,2016,cit_children_cit_parents,840000
2126,VA,2016,cit_children_cit_parents,1684000
2127,VT,2016,cit_children_cit_parents,116000
2128,WA,2016,cit_children_cit_parents,1401000
2129,WI,2016,cit_children_cit_parents,1207000
2130,WV,2016,cit_children_cit_parents,366000
2131,WY,2016,cit_children_cit_parents,131000
2132,AK,2017,cit_children_cit_parents,176000
2133,AL,2017,cit_children_cit_parents,1022000
2134,AR,2017,cit_children_cit_parents,650000
2135,AZ,2017,cit_children_cit_parents,1383000
2136,CA,2017,cit_children_cit_parents,7064000
2137,CO,2017,cit_children_cit_parents,1108000
2138,CT,2017,cit_children_cit_parents,667000
2139,DC,2017,cit_children_cit_parents,108000
2140,DE,2017,cit_children_cit_parents,181000
2141,FL,2017,cit_children_cit_parents,3594000
2142,GA,2017,cit_children_cit_parents,2217000
2143,HI,2017,cit_children_cit_parents,272000
2144,IA,2017,cit_children_cit_parents,681000
2145,ID,2017,cit_children_cit_parents,408000
2146,IL,2017,cit_children_cit_parents,2550000
2147,IN,2017,cit_children_cit_parents,1456000
2148,KS,2017,cit_children_cit_parents,652000
2149,KY,2017,cit_children_cit_parents,947000
2150,LA,2017,cit_children_cit_parents,1053000
2151,MA,2017,cit_children_cit_parents,1217000
2152,MD,2017,cit_children_cit_parents,1172000
2153,ME,2017,cit_children_cit_parents,246000
2154,MI,2017,cit_children_cit_parents,2036000
2155,MN,2017,cit_children_cit_parents,1193000
2156,MO,2017,cit_children_cit_parents,1315000
2157,MS,2017,cit_children_cit_parents,689000
2158,MT,2017,cit_children_cit_parents,222000
2159,NC,2017,cit_children_cit_parents,2030000
2160,ND,2017,cit_children_cit_parents,165000
2161,NE,2017,cit_children_cit_parents,428000
2162,NH,2017,cit_children_cit_parents,246000
2163,NJ,2017,cit_children_cit_parents,1677000
2164,NM,2017,cit_children_cit_parents,437000
2165,NV,2017,cit_children_cit_parents,555000
2166,NY,2017,cit_children_cit_parents,3539000
2167,OH,2017,cit_children_cit_parents,2481000
2168,OK,2017,cit_children_cit_parents,878000
2169,OR,2017,cit_children_cit_parents,765000
2170,PA,2017,cit_children_cit_parents,2492000
2171,RI,2017,cit_children_cit_parents,185000
2172,SC,2017,cit_children_cit_parents,1015000
2173,SD,2017,cit_children_cit_parents,202000
2174,TN,2017,cit_children_cit_parents,1373000
2175,TX,2017,cit_children_cit_parents,5980000
2176,US,2017,cit_children_cit_parents,64472000
2177,UT,2017,cit_children_cit_parents,844000
2178,VA,2017,cit_children_cit_parents,1678000
2179,VT,2017,cit_children_cit_parents,115000
2180,WA,2017,cit_children_cit_parents,1411000
2181,WI,2017,cit_children_cit_parents,1204000
2182,WV,2017,cit_children_cit_parents,360000
2183,WY,2017,cit_children_cit_parents,132000
2184,AK,2015,children_from_europe,7000
2185,AL,2015,children_from_europe,6000
2186,AR,2015,children_from_europe,-97
2187,AZ,2015,children_from_europe,32000
2188,CA,2015,children_from_europe,265000
2189,CO,2015,children_from_europe,34000
2190,CT,2015,children_from_europe,44000
2191,DC,2015,children_from_europe,6000
2192,DE,2015,children_from_europe,-97
2193,FL,2015,children_from_europe,119000
2194,GA,2015,children_from_europe,44000
2195,HI,2015,children_from_europe,6000
2196,IA,2015,children_from_europe,9000
2197,ID,2015,children_from_europe,7000
2198,IL,2015,children_from_europe,112000
2199,IN,2015,children_from_europe,13000
2200,KS,2015,children_from_europe,6000
2201,KY,2015,children_from_europe,10000
2202,LA,2015,children_from_europe,7000
2203,MA,2015,children_from_europe,89000
2204,MD,2015,children_from_europe,37000
2205,ME,2015,children_from_europe,6000
2206,MI,2015,children_from_europe,54000
2207,MN,2015,children_from_europe,28000
2208,MO,2015,children_from_europe,16000
2209,MS,2015,children_from_europe,-97
2210,MT,2015,children_from_europe,5000
2211,NC,2015,children_from_europe,35000
2212,ND,2015,children_from_europe,-97
2213,NE,2015,children_from_europe,-97
2214,NH,2015,children_from_europe,6000
2215,NJ,2015,children_from_europe,99000
